"for_min_temp_d1","for_max_temp_d1","for_rainfall_d1","for_solar_irr_d1"
0.757162606921835,0.619995984010464,0.000912886924889859,0.687346211496299
0.848080088389078,0.595839104595372,0.00680071865230101,0.757405065483402
0.673989981028008,0.619459235183843,0.0971296310966297,0.359195615258469
0.698256866888819,0.484342979347881,0,0.711411425138389
0.899669940972152,0.577662224560328,0.135574265601476,0.261374880179721
0.585651532066108,0.530773497765396,0,0.749120762027827
0.79333780343638,0.600740654482779,0.00897444046795359,0.371678791019648
0.691466628317782,0.738693647419242,0.0182284729231613,0.510601730243767
0.842927473573158,0.660688235769009,0,0.931074886058134
1.0078719118276,0.564394649059997,0,0.93884113049904
0.678854912145092,0.819872291856132,0.0781696000297668,0.251744930626101
0.875591065349302,0.557703059472693,0.196642902224739,0.283667480084358
0.873509255153706,0.58833500719116,0.00112417248177173,0.265859645939412
0.760644279269325,1.04153757703572,0,0.419086448827399
0.836122855288835,0.930747264264097,0,0.96214311371194
0.867959703095481,0.927387826581281,0,0.855124837547417
1.1180984244877,1.00227697947357,0,0.863384746678757
1.06409567099087,0.611118921187241,0,0.911455001790632
0.656399346803223,0.556678458326678,0.219825464143152,0.800320774322138
0.800928429099218,0.750232781927905,0.00093908677555367,0.770787809306377
0.892670826784588,0.633695618856186,0.00455339047450013,0.78359812917288
0.911732969935941,0.471735430802512,0.53782903779113,0.283543914861299
0.79776519059933,0.810041487411708,0.352138606612706,0
0.739286815351767,1.07494335976148,0,0.422619843654192
0.897185547010232,0.687075333999331,0,0.943943806001931
0.972680555307045,0.768283146079484,0,0.640316421613269
0.781338924831527,0.497423765884769,0.025132268428959,0.665210560675575
0.815182134638678,0.638735993541433,0,0.294456989695573
0.701323678361823,0.644922726814358,0.0199967364186159,0.55888672697658
0.705527125039267,0.614617731794811,0,0.844847538718408
0.826139892354554,1.04286132385843,0.112094395761176,0.85012974178627
0.685765918292963,0.685427773962141,0,1.02434954410735
0.688676968963479,0.715074436614684,0.0111232007312805,0.857246727572858
0.616786268209967,0.587808934210711,0.0100331482203652,0.494771730429073
0.820973611852269,0.687499999500539,0,0.838437505445487
0.580826823955462,0.585291241896413,0.0156049384205527,0.989366934031008
0.609716149914103,0.617424984781828,0.00124524845501024,0.73059352913727
0.74592778197244,0.800838389469251,0.00122145492646212,0.508018585730334
0.705010989643723,0.685253602076885,0,0.956170157047317
0.694384146464518,0.530343482250713,0.0228028871766376,0.776929909895207
0.637925759903697,0.710359218028389,0.0633425193711597,0.786309984601217
0.696389414790116,0.582083303741055,0.0448267573779978,0.789254831144506
0.668330274436875,0.607206180801862,0.00922918731177642,0.646226043447027
0.572269412608824,0.595535925954533,0.00188107548437671,0.829742091419063
0.634334829279262,0.707718390765169,0.00112392860161814,0.689028087822232
0.697622096926776,0.653748785748013,0.00210568837501341,0.636859093942761
0.740209438078225,0.511204303281851,0.00179976500198712,0.913845802931591
0.797094419443736,0.571911723162691,0.000935809296725023,0.732921172295196
0.810367501715695,0.565890896703961,0.0240883776643684,0.55157725646207
0.717308977002346,0.306999566186742,0.290707558560603,0.111936518224366
0.65812744551791,0.49181061218106,0.455654910734731,0
0.644729962548443,0.650445799062943,0.428130458166399,0.0262793250449825
0.725764069255464,0.623493809833624,0.0251292126792741,0.591697097793109
0.758328176968438,0.712134958294747,0.00192518583378342,0.76669234937452
0.798344658061589,0.540817697084787,0,0.61451427484771
0.735596258670351,0.631164123747067,0.00121243371339506,0.759179048545305
0.879726391999684,0.645226040484333,0.0104598063463659,0.513657208652825
0.844590609364275,0.618366826049243,0.00102619052816498,0.650998309296065
0.656206271114881,0.668327449130943,0,0.6741783771912
0.881060318560892,0.826019191677983,0,0.79171048795311
0.616695799470884,0.600182803620989,0,0.549931879049052
0.650327280633443,0.783774944586854,0,0.96638932822622
0.698115248254488,0.894913809681597,0,0.933188575965189
0.91987591251397,0.568651992320382,0,0.822122960644832
0.595605856822796,0.728091469865314,0,0.453757896540087
0.815389363129843,0.585954843042227,0,0.729241677578956
0.739116716277096,0.834334252449288,0,0.769126305788494
0.769716758588305,0.757402454353737,0,0.579088124553355
0.606457161648759,0.795756043435266,0,0.644987648913275
0.626603918488115,0.552540902309372,0,0.575066659261869
0.607319525174333,0.699263159311518,0,0.738463743812516
0.608637903081871,0.672161651609943,0,0.57239385150923
0.683068250075802,0.895413132684032,0,0.627113862276162
0.587255090408554,0.614895551801878,0,0.713507023957744
0.624161160834137,0.700940556481289,0,0.608234416353554
0.865180531514627,0.509245859489235,0,0.543370660987438
0.728195291038973,0.932100919004146,0.0343283858202187,0.285142679930466
0.916292742137937,0.846966950448242,0,0.777672736694195
0.857539217647229,0.792561031829243,0.00120729629454306,0.72083908087176
0.775225614222826,0.461662543770222,0.371778004058834,0.0674977657854151
0.622432547202257,0.596615455677961,0.427253867854571,0.164624039707607
0.638810040363174,0.686151669163071,0,0.522720955698377
0.773105254921695,0.660198987339135,0,0.559611120588433
0.756408773129974,0.807223923797535,0.0245342448949849,0.600482194241286
0.867895508497442,0.596046400374114,0,0.566809923907619
0.876562059947299,0.607623131880063,0,0.555641556059158
0.55251695303068,0.537583009772498,0,0.444247380831113
0.647597299636203,0.676491006767814,0,0.747668694978015
0.611475753463934,0.493447954436462,0,0.429219487698193
0.760345774780591,0.354535131451553,0.358044564536536,0.284470788552286
0.728066668161276,0.588059931890373,0.0532230480002366,0.195359728122118
0.703667086291203,0.460111853251643,0.181929743592065,0.420572601308289
0.79433019716314,0.515753741350586,0.00216262880227447,0.321845089280818
0.833964446890537,0.533921764222206,0.0102268573625577,0.395890645545704
0.57946349144041,0.566278675380019,0,0.584194136681887
0.729985250448301,0.563078702976957,0,0.600769840728923
0.601087022676044,0.408997423152564,0,0.369071599032284
0.418660077115422,0.594268345232674,0,0.673494463647299
0.452572058039627,0.509349431613266,0,0.615915872707882
0.74407048563999,0.563127043735623,0,0.634459948744219
0.483596113893365,0.704538092406504,0,0.512271835268137
0.607120175476598,0.566484183779885,0,0.551382467644464
0.503717540834888,0.518933255399676,0,0.593490583046313
0.642811614569577,0.574148860301734,0,0.435824317247512
0.600420805482583,0.493279048546936,0.000939609037646202,0.350911110787491
0.621734160823797,0.483149079047718,0,0.44957701306594
0.719840882584626,0.458197597211561,0.0175845117549272,0.485779312894594
0.550064256660894,0.582171796964434,0.00199919224609009,0.532501882688852
0.723244831016549,0.218709552328213,0.0813445317965629,0.501308213388642
0.436441367720759,0.302718615411615,0.0105464998574328,0.0441628002015381
0.292221980443529,0.361150214560693,0.00127943214025171,0.513286873869178
0.36313468954979,0.513429135732103,0,0.527178530094832
0.454781277481018,0.638027663462318,0,0.651339661382133
0.422518451181663,0.715525540706942,0,0.525873609054152
0.484594244040746,0.412805798246109,0,0.563689156370834
0.226773479176542,0.408294871645331,0,0.641549246317965
0.187493662024531,0.38957136556204,0,0.505449587538742
0.396003300421121,0.301875556012467,0,0.444036005381936
0.550846671048498,0.095450122402507,0.0455205198555065,0.423424827063435
0.440954901857861,0.241906494044771,0.313596864996874,0.0311406291289516
0.437941359437898,0.451804955381079,0.914379617994991,0.0312327851703271
0.430103112789519,0.408618302959874,0,0.461943230466209
0.546963134229964,0.532819825185981,0,0.428324337165749
0.574542345333608,0.520691693940999,0,0.470116494153822
0.438170320178595,0.724785046765614,0,0.429983870667316
0.463948447273311,0.579281617958801,0,0.479708544039531
0.295077716530711,0.345400300785597,0,0.508093175659426
0.253213439710022,0.41729214860213,0,0.501942064660515
0.228723876350074,0.503498936138413,0,0.46906616393128
0.199235082736975,0.398008888307849,0,0.394406090217491
0.284779954329816,0.471516124127091,0,0.429371478912404
0.17808047038157,0.467981401747138,0,0.497198427362003
0.1642380262667,0.254794896362542,0,0.450012365593952
0.112049598264573,0.437474994527868,0,0.441508029915621
0.345470836794949,0.388630921956523,0,0.337601887594323
0.367007917169753,0.343101950204187,0.00602909034254024,0.300345902013009
0.503137580919488,0.309832571237474,0.0326621389897715,0.291194727940961
0.500762525748797,0.326892956755165,0.00516475529322707,0.222323609630868
0.476433417471532,0.419918426934878,0,0.213086392171612
